	0	indexes	verdict
0	199028.json		
1	"[ 680  510 1155  815  641  779  733  367  629 1262  662  770  940 1364
 1277  797 1093 1033  154 1003  241  843  702   38   79  436  886 1019
  705  659 1317  362  550  991  543  155  478 1181 1082   18   92 1197
  429  243 1179  411   73  736 1119  622 1170  979  953  996   86  530
 1226  741 1350  256 1388  897 1221   26  818  871  992   14  983  524
   48  724 1007  616  218 1141 1096 1330   24  639  447    6 1375  537
  522  760 1041  602  398 1109 1337  695  258  591  403  728 1059   15
   68 1264]"		
0	199029.json		
1	"[  14   92  770 1302  953  362  897   15  992  680 1170 1262  241  622
  679   38 1093  964 1155  497  797  733 1082  399  155 1056  343  705
 1350  702  510 1003 1319  629  398  789  616  429  785  704  843  256
  436  478  931 1141 1119 1375  666 1128 1264  886  524  315  728  736
 1179  242 1033   44  815  154   18   23  641 1344  779 1181  662  810
 1394  367  431 1317  562  882 1165 1116 1007   24  196  979  411  695
  543  157  243  428  818  757  885 1253  550  853 1250  102  116  258
  530   86]"		
0	199030.json		
1	"[1059  680  770  815  741 1155  550  779 1019  510  641  843   38  886
 1277  367  516  979  429  733  629 1262  940  991 1082 1093   79  662
  256 1033  362  785  659  241  507  833  286  436 1003  530 1179  197
   26  797  243    6 1337  702 1317 1197  522 1364  543   73  695  705
   48  478 1350  410  235  996   18  622  430  620 1007 1058  178  938
  154  242  666  218  591 1181  411   86  812 1375 1234  897 1221 1330
   92 1170 1119  524   44  736  796  639  983  953  295  258  871  992
  180  514]"		
0	199032.json		
1	"[ 510 1181  680  736   92 1226  398  733 1093  530  770  702  478   14
  663 1155   38  897  953 1119 1167 1170 1262  241  362  629   15  666
 1165 1350  436  622  154 1003  679   18  428  843  705  602 1394  256
  450  886 1319  641  797  155 1033 1317 1179  815  524  662  438  871
  779 1375  367 1128  979  494 1082 1141   86  992 1277 1019  548   58
 1156  199 1007 1388  940  429  140  543 1302  818  996  659  448  411
  931  497  785  258  403  315 1330  616 1337  550  724   44  694  591
 1264  158]"		
0	199033.json		
1	"[  38  733  256  241   92  478  770  524 1181  797  155   14 1155  897
  680 1109   18  154  979  411  436 1264  705  702 1337  736  510  629
 1033 1179  724 1350  996  850  662  796 1082 1007  522  940 1019 1262
 1141   73  109 1253  367  815  843 1330 1170 1093  530  276  779  695
  886 1221 1375  757  953  591  641 1319 1348 1250  398  362 1003  157
  235  196 1302  550   86 1197 1119  543   15   26 1226  431  622  818
  258 1085  199  833  679 1277  760 1317  513 1362  116  785  178  439
 1394  743]"		
0	199034.json		
1	"[ 474  435   91  840 1373 1072  565  357 1020  614  820  487  204  765
  139  104  697 1231 1242  630 1023  246  298  456 1244  688  632 1359
 1392  129  573  466  809  615  287  272  415  131 1356 1267  278  707
 1204 1360  867  326 1279  598  774    1  693  177  485  769  775  866
   34 1110  191 1366  327 1212 1281  699  434 1311  289  346 1227  544
  402  531  293 1104  371  714  467 1377  553  216  959  221  901  640
  469  392  397   21  677  210 1062  917  396 1166 1376 1210  211  337
  890 1307]"		
0	199036.json		
1	"[ 362  843  680  429 1262  886  550  733   38   92  241  770 1155 1093
 1350  992  897 1179  629 1170  815 1302  757 1082 1003  695  510  622
  641  679  478  436  705  702 1019  953  779  367  276  256  797 1033
  155  154 1085  662  530  736   44 1317  785  940   14  399  833  243
  616 1364  235 1181  242 1119  991   26 1141  524  258   18  979  666
  543  562   79  411  728   19 1277 1319  659    6  403  182   15   73
   24  398 1337  996  431 1059  602  818 1388 1109  724  741 1197 1330
  522 1226]"		
0	199037.json		
1	"[ 680  815  510 1262  641 1155  733  779  367  629 1093  843   79  770
  436  940 1277 1003  241  659   38 1033  886  362  702 1364  622  662
  991  797 1019 1317  429  543  550  154  705 1179   92 1170 1119  736
  243  741 1197  478 1181   73  979   18  996  411  953 1350 1082   48
  256  992  897   86   26  155  530  983 1388  616  818  218 1226  524
 1375 1141   14 1007 1337  724  602 1221  871  258 1109 1330  728 1096
  548  639  663    6  537  403  447  591   15  522  276  695 1158 1319
  679 1059]"		
0	199038.json		
1	"[1262  728  622  992  616  680  641 1093   79  362  158  448  815  510
 1158  779  429  853 1003 1377 1317  548  343 1119 1170 1364  403  714
  806  659  696 1277 1113  843  953  991  694  243  666 1155  663  367
  602  610  629  417 1165  236  906  242  886  646 1056  147 1132  859
 1096   74 1344 1156  543  436  885  893 1167    6  679  401  959  964
  438  770  562  494   48 1046  254 1388  788   24   15  266  704  871
  550  182 1211  931  940  918  967  702 1033  408  968 1339  345  173
  463  857]"		
0	199039.json		
1	"[ 992  728 1262  448 1093  622  362  680  853 1170  403  931  429  696
  343  815  806  602  953 1003 1119 1317  679  616  641  704  694  158
  859  510  843  242 1344 1132   79 1155 1056 1158  964  236  959   74
  243 1350  562  666  610 1364  886  629   15  182  779  408  968  897
 1377  367  438    6  714  659  770  702  646  147 1339  733  345  991
 1165 1277  266  399  663  254  918  893  489  906   24  548  315  885
  436 1046  463 1082  241  543  417   92 1302  401  788  705 1388 1000
  550 1065]"		
0	199040.json		
1	"[ 680  641  779 1262  510   79  815 1277 1155  659 1093  367  991  629
  622 1003 1317  843 1364  429  543  362  940  886  702 1158 1119  770
  992  616  436 1033  733  662  243  728 1170  741  550   48 1197  953
 1019   68  548  173  537  720 1096 1113 1375   86  705  241  448  694
   18   15 1179  983  871  602  447  673  797 1056  438  663   26  403
  818  158  218  967 1156 1377  154  736  666    6  514 1211 1041 1226
  996  430   73   38  639  232 1388 1319  147 1082 1350  946  264  495
   92  571]"		
0	199041.json		
1	"[1102  269 1173  214  224  112  121  454  836 1126  545 1153  584 1246
  993 1220  698 1180  578  437  561 1285 1164 1026 1114 1161 1064 1367
  248 1200  502  477  515  111  716 1186  874  793 1366  691 1159  291
  480 1136 1207  488 1335  319  791  862 1057  141 1338  768 1086 1393
  826   89   96  290  146 1232 1132  649 1376  858 1001  807  348 1022
  539 1144  203  814 1378  475  576  353  229  332  126 1035 1214    8
 1011  879  784  925  358 1259 1000 1356 1078  696 1160  633 1284  756
  813  113]"		
0	199042.json		
1	"[ 836  269 1102  224  649 1180 1200 1285 1173  454  793 1366  121 1064
  862 1367 1144 1126 1086  768  578 1338 1136 1114  539  858  545 1246
 1035  214 1161  291 1220  814 1101 1356  111 1160  319  576  993 1207
 1143  290 1057 1186  488  353  112 1153  584  807  475  348  477 1376
  561  480 1001  826  358 1335  502   96 1132  141  698  332  515  716
  300 1026  437 1097  691  248  633 1022  538  874   89 1393  146 1378
  456 1078 1164  813    8  563 1159 1322  985  126 1214  791  568 1232
    0  229]"		
0	199043.json		
1	"[1180 1132 1143  814 1338 1078 1128 1035  269  853 1173  992 1026  224
  182 1161    0  649  502  475  291  562 1022 1144 1220 1126  248  343
  696 1136  858  399  126  918  959  791 1284  454  836  768 1154  146
 1101  332 1159 1105  925  488 1274  484  586  862 1393  111 1322  708
 1120 1160  358 1149  744  790  214  679  401 1367 1097  420  698 1366
 1200  879 1232  691 1030  728 1116   74  319  607 1102 1153 1000  285
  545 1165  980  121  666  489 1057  167  948 1213  341  795  203 1252
 1064  576]"		
0	199044.json		
1	"[  23  992  942 1119  362  132 1262 1093  945  696  399  822  622 1302
  679  429  680  242  785  959  343  815  853  886  897  478  958 1170
  182 1003   44  843  770  728  562 1350  774  666  616 1155   92  734
    6   38  953 1132  641  241  629  401   30  510  243 1128 1165 1298
  733 1082 1344  436  783  512  702  157 1179  779  254  178 1149  705
   24  433  256  367  931 1319  659   74  550  361 1317  918   79  448
  158   15  315 1019 1033 1058  403 1277  225  736   19  428  398  543
  258 1337]"		
0	199045.json		
1	"[ 714 1113 1377  728  616  417 1158  610  158  885  468 1262  622  448
   79  893  548  236  806 1182 1364  641  147 1286  788  767  906 1096
 1065  403 1211  853  343 1163  470  696  779  992  859  694 1317  708
 1046  321  626  663  266   76  646  254 1000 1324  896  680  408  991
  345  637  232  953   74  243 1156 1132  547 1210  150  400 1093  489
 1277  463   32   37  401 1165  424  440  815  647  747  659   40  165
 1056 1054  602  964  418  865  510   24  717  494  362 1388  284 1119
  789  429]"		
0	199046.json		
1	"[  38   92  155  241  733  256  897  478 1109  524 1181  154  770  680
  797   18  705 1155  411  695 1179  702  979 1337   14 1264  850 1350
  724 1253  522  662  436 1082 1033 1007  796 1141  736  510  530  629
 1019  996 1330 1262 1221 1319  757 1394 1302  886  398  513  157 1093
  843   73  235  818  940  109  367 1348 1170  550  785  815  362  431
  276 1003  953  591 1388 1250   86 1226 1375 1317  779 1059  679  641
  199  258  833  760  439 1119  543  178 1085 1362   58  846   26  507
  665  271]"		
0	199047.json		
1	"[ 992  622 1262  362  728  853  696  616  680 1093  429  343  641  815
 1132 1170 1003  242   79  562  158  679  843 1119  182  401    6  666
  448  779  243   74  254  959  953 1155 1364  886  708  629  659  991
  918  367  806  510  403 1317  399 1165 1344  770 1302  436 1158 1277
  885  610 1113  859  433  602  694   24  236  550 1377  704  543 1058
  785  714 1156  548 1350 1056 1096  723 1082  705  417  733  663  646
   30 1033 1065  463  241   48  964  897  702  931  906 1149  484  940
  489   15]"		
0	199048.json		
1	"[ 992 1165  158  666  622 1093 1128  679  663  362  510  484 1262  448
 1167 1170  728  428 1226  680  343  548  906  602  853 1252  399  401
  616  429  398    6 1132 1119  736 1003  242  843  403  857   19  694
  646  815  871  641 1155  530  806  228  600 1302  494 1344  696  607
 1377 1317  959  243 1156  770  512  562  436  897  167  182   79  629
 1181  886   44 1350  953  931  785  236 1047  779  433  254   92 1338
  438 1180 1388  367  879  733  991  140  550  705 1179  450 1078  795
  859   74]"		
0	199049.json		
1	"[ 897  770 1264   14 1155  797  680  733  953   15  705  510  497   92
  789  964 1262  155  256 1093  398  591   38  436 1350  662  116 1317
  241 1250  702  629 1056  979 1170  196  886 1375  779  679  478   18
  154  796  622 1197  815  757 1082  931 1003  524 1179  362  736 1141
 1181 1226  968  641  843 1394 1033  996  724 1019  743  882  451 1119
 1388  367  530 1221  695 1337  760  818  704  870  199  448 1330  992
 1319  411   86 1007  983  338  810  514 1277  940  543  150   26 1253
  243    6]"		
0	199050.json		
1	"[ 510 1226  871  680  663  530 1167  815  641 1093 1277 1181  548  736
  779  629 1003   79  367  659 1262 1317  843 1155  158  666  398  602
  940  991  362  702 1119  543  770  429  733   58  662 1033 1047  886
  622 1165  694 1364 1388  436  550 1019 1170  494  448  140  537  241
  478  154  243   18 1197  438   86 1377  965  403  741   38  428 1193
  792  797  705  992   26 1179  728   92  547 1156  679   47  996   48
  953  818   73 1158  295  218   68   76  906  411  979 1096  616 1350
  646  447]"		
0	199051.json		
1	"[ 680 1262 1155  770  733  241   38  362  510 1093  629  815   92  641
  843  367 1003  779  436  736  797 1170  702  886 1033 1181  897  429
  992  940  622  705  478  662 1350 1082  953 1141  154  543  411 1317
  256 1179  155  524 1364 1019  550 1277 1119   18  679   73   14   79
  979  659  243  616  530  403  996 1226 1302 1109  991   26  666  602
  724 1388 1197  398 1319   15   86  818  728  695  850   24 1007  258
 1221 1264  431 1375 1337  741  785    6 1330  757  522  663  276  694
  448 1056]"		
0	199052.json		
1	"[ 269 1143 1180  814  224 1035 1078 1132 1064    0  768 1338 1160  793
  348 1173 1322  454  858  649  111  836 1102  291  576 1126 1136 1367
 1220 1274  126  332 1161  502 1144  358  475 1022  121  980  214  545
 1026  319 1057 1101  578  993 1120  633 1153  925   89 1001  146  698
  791  248  562 1097  488 1335  182 1128  948  862 1246  141 1200  790
  853  744 1285 1149  918  313 1366 1114 1203 1159  696 1105  477  300
  437  225  399 1106 1154  691  586  919  584  708  239  874 1284  515
 1393  285]"		
0	199053.json		
1	"[1180 1132  269  814 1143 1173 1338  224 1035 1161 1078 1126  248  291
 1026  649  126  696  853 1144  454 1136  836 1220  182    0  768  698
  562  111  502  475  146 1022  992  791 1102  691  545  925  121  862
  332  343 1367  918 1159 1101 1200 1128 1153  993  214  858 1322  959
 1366 1097 1274  437 1120 1246  708  744 1149 1154   89  576 1284 1393
  874  399  358 1064 1335  348 1057  793 1160 1232  319  488  401   74
 1000  203  285  586 1065  489  584 1376  477  879  728  930  790  980
  141 1105]"		
0	199056.json		
1	"[ 155  797  154  705  733 1155  770   14   38  680 1082  241  953 1264
  897   92 1181  478  256   24  524  662 1350  510  481  979  629  724
 1109  818   18 1262 1250  398 1364 1253 1388 1170  411  436  736 1141
  702 1221 1033  530  850 1337 1007  779 1179 1071 1226  362  591 1093
  886  789 1317   15 1019  757  760  940  815   73 1003 1375  497  946
  157  695  449  116  996   86  196 1330  431  522 1197  616  843  692
  641  367 1119  796  403  679 1394 1348  243  550 1002 1135  899 1302
  109  810]"		
0	199057.json		
1	"[1262  953  680 1155  789  818 1317  510  797 1364 1375 1388  779 1277
  116 1158  705 1350  886  815 1093  733  770 1392  641  968  952  946
 1377  639  514  362  591  702 1003  964  622   79   86  451 1394 1197
 1019  629  616   14  367  199  241  843 1096 1056 1139  659 1119  774
  436 1337  497   15   38  150  897  155  983  991 1264 1156  893 1310
  243  662  431  403  940 1170 1033   24  530  543  438  663 1007  196
  979  154  191  398  333  692  258  724  537  728  741   92  429  943
  810 1179]"		
0	199058.json		
1	"[ 362   38   92  530  241  736  680 1302  679 1350  897 1181 1128  733
  843  770  398  510 1093 1170  666 1262  478 1226  256 1155  886  155
  429  992   44  629  399 1165 1141  428  154 1082 1179  436   14   19
  524  705  797  695  622  702 1003  785  663  757  953 1033  815 1019
  550  602  403   58 1119  411 1337   18  367 1109  641  662  431 1085
 1319  616 1317   26  276  979  940  258  724  779   24 1388   15  833
  242  931  850  996  157  543 1264 1116   73  271 1344  818  448  243
  728   23]"		
0	199059.json		
1	"[ 478  945  783   38  256  733  942   92  241  897   23  155  770  524
 1181  797 1109 1119   14  157  680 1155  154 1264  979  411   18  705
  570  736  436 1082  724 1253  702 1250  796 1179 1350  850 1337 1033
  629 1262 1141  996  510  815 1093  757  522  109  662 1302   73  695
 1019  940  530 1298 1170  843 1348  276  362  886  271 1330 1007  367
 1221 1362  533  398  953 1319  679  779   24  591 1085  235  258   26
  641 1003 1055  550 1226  822  431  132 1375  439 1197  833   15  178
  543  785]"		
0	199060.json		
1	"[ 576  269  793 1246  578  224  836  633 1064 1102  348  768  290  294
  454 1285  121  837  300 1126 1086  649  563 1101 1153  539  993  239
 1143  814 1173  477 1219 1180  826 1160  515  111   89 1207 1335 1035
  126 1057  319  538  214  141  813  545 1144 1186  332 1106 1338 1367
 1114  561 1001 1136    0 1200  568 1078  291  925 1366  874  980  862
 1127  437  858 1161    8  353  358  807 1322  987  985  488 1220 1164
  248   55  698  480  112 1026 1356  225  350  948  661  716  584 1022
   96 1303]"		
0	199061.json		
1	"[1155  733  680   38  241  770  797  510 1019  629  256  478   18  815
  662  940  367   92 1033  702  705 1262  779  436  154  524  641  411
 1181  897  843  979 1179  155 1093  886  996 1350   73  736 1277 1109
 1337 1003 1082   14  243  550 1197  724  362  543  796 1264 1221 1317
  659 1364  991 1141 1007 1170 1330  522  530  157   26   79   86  743
  850  276  741  429  695 1119  447  953  622  992  591 1226 1319 1375
  235 1253 1059 1388  218   48  818  983  639  398  258  757  178  760
 1250  495]"		
0	199063.json		
1	"[ 680  953  770 1155 1262  629  779  510 1003  362 1093  886  815  797
  992  662   14   15 1317  641  789  897  733 1277  705 1056  241 1197
 1170  728  622  367 1364  497 1350  964  429  659   79  843  436  343
  591  154  679   92 1082  243  968  702    6  940 1033  616 1019  155
  514 1119 1375 1179  818  543  991   38  550   86 1158  398  882 1096
  639  150  116 1221  256  478  983  979  704  447  431 1388 1264 1007
  663 1181   26 1226  785   18  931  530  218  946 1141  199  448  315
 1330  666]"		
0	199065.json		
1	"[1305   29  873  320 1270  775  162  230  855  685 1015  135  989 1183
 1031  765  821  684   85  355  746  354  262  997  263  697 1320 1079
 1184 1016  923  938  211  369 1299  682   33 1243 1018  834  693    8
  650  217  549  505   82 1043  309  751  333 1014  962  296  326  673
  310  544 1254 1252 1342  277  537  670 1048  526  773  452 1280 1328
 1013  232  548  863 1225   41 1230 1165 1130  388 1137  652  692  496
  138  418  366 1290 1142  602 1379 1061  506  180 1251 1224  181  966
  585 1140]"		
0	199066.json		
1	"[1143 1132  814 1035 1180  649 1101  182  959 1144 1338 1078    0 1161
  853  948  708 1274  992  291  269  475  293 1136 1322 1097  562  343
  862 1128 1173 1149  768  918  224  836  399 1022  401  925  696  313
  126  332  371   74 1116  919  858  586  454 1126 1200 1026 1160  744
  358 1335  111  502 1120  576 1154  285  254  348 1366  146  167  362
  698 1302 1213 1367  231  980  248  648  242  791 1000  793 1356  691
  679 1153  728 1220  563  452 1030  828  319  144  121 1057  794   44
  633  484]"		
0	199067.json		
1	"[ 679  362 1093  992  680  602 1170  728 1262  403  448  666 1128 1165
  510  897  622  953  906  770  736 1350  931  663 1119 1155 1226  398
   92 1344  429  241  616 1003  843  733  399   38  694   15  530  629
  886  815  436  428 1082  548 1317 1302   24 1056  158  704   44   14
  641  853 1141  343 1181  797  964 1388  857  154 1167  243  705   19
 1377  155  646 1364  478  242  806  968  702  779 1179  785  367  959
  256  438  562    6  979  236  818  182   79 1351  494 1033  550  859
  543  443]"		
0	199068.json		
1	"[ 785   44  959 1350  897  992  362 1302  399  102 1116  757  182  679
  373 1281    1  886 1231 1128 1337   23  774  256  242   38  168  513
  347  948  640  250  233 1143 1274  241  371  512  455   92  919  465
  833  796  431 1070  530  931  770  565 1279    0  591   19 1155  428
  666  293  794  443  433  507  178  853 1351 1082  210   80  562  343
 1170 1101  710 1093  398 1262  410  680  814  524  695  429 1035 1179
  705  157  649  401  843 1012 1315  828 1019 1311  439  953  622  941
 1234   26]"		
0	199069.json		
1	"[ 362  886  680  429  843 1277  815  992 1262   79  641  779  991 1003
 1093  510  959  367 1155 1317  659 1350 1019  629  622  728  242  430
 1364  550 1158  514  785  774   26  243  940  853  173  530  543   44
  241  741  516  182  465  639  295 1197  770 1311 1033  733  662  436
  953 1179 1119 1377 1170 1375  616   38  431  702  433 1096  507  705
    6  591  403  640  343  714  548 1056  448  696  197  833  666  663
  933   74 1337  679  500  897  158  401  694   48  871  797  602   86
 1082  264]"		
0	199070.json		
1	"[ 728  806  696  448  610  859  853  714  547 1046  489  343  463  408
  637  992  158  236  266  345  506 1132  470 1000  767 1339 1180  694
 1196  646  417 1065 1377  766  541  906  602  788 1286  918  635  679
   37  519   74 1093 1026 1161  248  403 1054  967 1154 1159 1163  254
  622  723  691  968  704  361  400  279  146  625  647 1262 1393  653
  362 1158  150  879  548  429  641  600  401  663   79  756 1058  857
 1376  885 1113 1259  147 1167  959 1284  349  430 1182 1344  791  542
  484  280]"		
0	199072.json		
1	"[ 680 1262  897 1093  733 1155  362   92  241   38  510  770 1350  886
  815  992  436  622 1170  629  705  843 1003  641  155  702  662  679
  478 1317  154  256  736 1179  779  367  530 1033 1119  429  797 1082
 1019 1181  785 1302  398  953  550    6  940  695  666  543  616 1141
  524   18 1277 1337  243   44 1226  728   14  979   79 1364  403  411
  996  431 1319  602  659   26 1375  757 1388  448  818  663  591  931
  258   15   73   24 1165 1197  242 1109  991  724 1330  522   86  694
 1221  774]"		
0	199073.json		
1	"[ 680 1155   38  886  843  733  362  241  770  815 1262  510 1019 1350
  629  779  641  367 1093  256  550 1277  436 1337  429 1179  797  940
 1033 1003  705  897  530  702   26  662  478  785   92  979  991 1317
 1082   79  757  622  154  276   18  591  524  659  741  543 1364  996
 1197 1181 1375  411  833 1170  695  507  992  736  243  155   73 1059
  953 1119 1330  431  724 1221   44  796  639  258  235 1141   86 1264
 1007  522  178  513   14 1109   48  679    6 1226  516  465  398  430
  242  218]"		
0	199074.json		
1	"[ 680  510  815 1277  641   79  779  991  659 1262  367  843  886  362
 1003  429 1093 1155  629 1317  940 1364 1019  550  622  543  741  770
  992 1033  702  243  662  733  436 1119 1197  871   26  241  530 1158
  430  548   38  728  173 1226   48 1350 1179  663  514   86  705  797
 1170  953  295 1096  736  218  639  516  666  537  616  602  996    6
  158   18   73 1181  242   68  694 1388 1377 1375  983 1082  154  286
  500  403  979  448  478 1211 1059  447  264 1113  258 1041  967  818
  591 1056]"		
0	199075.json		
1	"[  38  733   92  256  241  478  155  524  797 1109   14  897  770 1155
 1181  680  154   18  411 1264  702  705  510  979  736 1033  436 1179
  850 1337 1253  724  629 1141 1082  996  367 1319 1350  662  522 1262
  796  109   73 1019  695 1093  530  940 1007 1348 1330  398  276 1250
 1221  757  843  815  157 1170 1302  886  196 1375  779  235  953  591
  818  362  271  550 1003  431  258  641 1226   15   86  543 1085 1388
  870  899  199 1197   26  679 1119  833  760  439 1317  622  178  116
  983 1394]"		
0	199076.json		
1	"[ 680  733  510 1155  770   38  241  815  629  797 1262  779 1181  702
  436  641  367  705 1093  478   92 1033  940  154  843  662  256   18
  155  736 1019 1003 1277  886  411  897 1179  979 1317  524  362   14
  543  996  530 1350  622  550   73 1170  659  953 1364   79 1119 1082
 1226 1337 1007 1197 1109  724   86 1375  429  991 1264 1141   26  398
 1221 1330 1388  522  818  741  591   48  695  243 1319  276   15  983
  218  871  258  850  235 1059  447  679  602  992  760  616  199 1253
  431  663]"		
0	199077.json		
1	"[ 568  793  826  239 1219 1285  538  290 1064 1021  839  348  633  269
  889  578  985  830 1106  539   96  813 1127  807  229  880 1160 1198
  222  149 1203 1297  576 1114  863  376 1086   69  768  980 1001 1102
  781  300  353  310  224  515 1057  358  858  836 1077  782 1207  261
  454 1367  111    8  360  837 1335  121 1334  987  986  332 1143 1186
  545  390  488  133  141  220  993  214 1322  814  319  225 1189  716
 1246  480 1035  649 1378 1153  948  703 1180 1078  585  584  477  115
 1120  291]"		
0	199078.json		
1	"[ 622   79  641  680  815 1093 1262  728  510  448  991  992  548  779
  659  429  158 1317  843 1003 1277  367  362 1377  806  602  694 1119
  629 1155 1170  417  663  436 1364 1158  236  243  886 1113  543  616
  403  610   48  646  859  733  266  940  741  853  871  906  666  550
 1167 1056    6  696  408  714 1096 1156 1033 1211  430  770  702  232
  147  662  736 1019  242  343  470  679  788 1165 1226  967  953 1197
  438 1046  494 1388 1344 1350  637  218  173   26  983 1179  345  705
  547  241]"		
0	199079.json		
1	"[ 728  610  236  806  696 1046  343  859  992  714 1056  448  147  463
  400 1158  635 1065  767  408  788  853  646  417  637 1286  885  158
   79  622  266  470  165 1093 1196 1262  548  659   37   74  704 1377
  345 1054  694 1132  641 1339  625  964  429  248  489  991  815  680
 1003  361 1146 1119  494  506 1026  510 1317   15  779 1051 1000  541
  254 1167 1113  723 1161  958  691  906  602 1277  605  362  653  600
 1324  766  325  279 1159 1344  953  242  616  150  401  280  647  747
  243  403]"		
0	199080.json		
1	"[ 843  886  680  550  362 1019 1277 1155  815   38 1337  510  507 1179
  785  991  733  779  429 1350  641  276 1262  367  629  241  530  770
  833  513  516  940 1059  741  640 1093   26   79 1003 1033  757 1317
  591  430  662 1197  659  197  705  436  797  702  478  543  256 1375
  897  695 1364  639  235   18  979   44  465  514 1330  996  306  622
  242  154  774  431  243 1082  524  258   73  116  295 1012 1181   48
   86  173  411   92  992 1221  736  953    6 1170  522 1119  180  352
  264 1085]"		
0	199081.json		
1	"[  38  733  241  256   92  478  524 1109  155  897  797  770 1181 1155
  680  411   18   14  154  979  850  702 1264  736 1179  705  436 1033
 1337  724 1141 1350  629  796  996 1082  510  522   73  940 1019  662
 1253 1262  109  276  695 1348  530 1007 1330  843  367 1093  757  815
 1221 1170  886 1302  235  398 1319  157  641  362 1250  779  550 1003
 1226  591 1085 1375  431   26  271  953  543  439  833  679  258  196
 1197  818   86 1119  785  513  178 1317  760 1277  622 1236 1388   15
  429  199]"		
0	199082.json		
1	"[  92   38  733  256  702  478  241   14  897  154 1181 1109  155  524
  680  770 1155   18  411  797 1007  979  736 1179  850  705 1264  436
  510 1337  724 1033  109 1141 1262 1350 1319  271  629 1082 1253 1093
  522  996   73 1330  796  818 1019  695  662  367  258 1394  940  530
 1348  157 1302 1119 1221 1170  276  843  815  953  757  886  641  199
   86  235 1375  779  398  591  362  431   15 1085 1003  196 1250 1362
  550 1388  513 1226  622  543  178  679  833  439  783   26  760  870
  720 1197]"		
0	199083.json		
1	"[ 144  781  479  601  137  762  317  189  999   24  980 1039 1172  997
 1305  863 1108 1273  328 1106 1213  893 1322  167  358  376  902  567
  390  948 1222  371 1160  332  590 1071  581  692 1394 1223 1203  225
 1077  233 1276  880 1274  866  823  945 1120  953  990  939  554  206
  313  333  102 1219  183  424  399  616 1030  858   69 1021 1101  115
  985  239  814  586  830 1388  782 1116 1094 1302  329  925  452  754
  562  889 1189  987  712  348 1166  155  919  576  403  193  927 1344
 1143  538]"		
0	199084.json		
1	"[ 680  510  733 1155  702  815 1262  367  641  770  629  779   38  241
  940 1003 1033 1093  659  843   18  797 1277   92  478  436  705 1119
 1019  662  886  362 1364  154 1181  543  979   79  953  622 1317   86
 1179  411  550  996  991  256  429   73 1082  897  736 1007 1350 1197
  524  155  243 1170  741 1319   14  992  724   26 1375  818 1330 1388
  447 1337   68  530 1221 1141  218 1109   48  258  522 1264  616 1226
  695  199   15  983  438  276  591  946  679  602 1059  720  850  235
    6  639]"		
0	199085.json		
1	"[1180 1143  814 1338 1035 1132  649 1078 1144 1101  182    0  269  959
  224 1161  836  853 1128 1173  562  291  399 1136  768  992 1274  126
 1126  918  948 1322  475  343  862  744 1097  454  696 1149  858 1022
  146 1200  332  925  576 1026 1366  111 1160  708  248  401 1220  919
 1367  293 1154  502 1120  358  691 1116  348  121  586  791  980  698
 1102  793  371  319 1213 1057  545 1159  285 1246   74  563 1030  313
 1335  790 1284 1376 1356 1153  488 1000   89 1064 1302 1105  728 1232
  214  993]"		
0	199086.json		
1	"[ 696  610  806  859  728  853 1132  463  248 1065 1161  992  236  343
 1026 1046  691  635 1159  489 1173   74  637  958  767  408 1126 1000
  345 1180   37  448  400  714  361  625  723  788 1196  791  698  146
 1339  266  158  401  918  254  203  182  879  646  470  885  603  562
  126  653 1232  437  930  325 1338 1286  708  279  291  417  704  874
  622 1393 1376  925 1144  959  429 1284  165 1056 1093  506  285 1051
  600  242  766  454  605  814 1162 1262 1158  362  280  112  694  862
  147 1146]"		
0	199087.json		
1	"[ 448 1262  728  680  953  403 1317  992 1093 1377 1170  622  362  694
  602  964 1364  704  815 1388  968  616  510 1158  893  158 1155 1003
  641  663  733   79 1119  931  243   24  714 1056  789  429  806  853
  679  779  843 1165  991  438 1350   15    6 1344  629  897  886  666
  770  705  906  408  999  266  236 1277  818  345  343  367 1096 1394
  859 1163  242  183  548  885  797  646  610  541 1156  543  147 1226
  861  659  150  497  736  436  398 1113  788  417  349  702  637  550
   74  470]"		
0	199088.json		
1	"[ 510  680 1226 1262 1181 1155  530 1093  736  733  641  663  815  154
  629  779   38  398  770  241  362  367 1277  843 1003  702  886  797
  871  478 1033  436 1317   92 1364  666  940  818 1388   79 1170  155
  662 1019  705 1350  543 1179  602 1119  622  548  429  550  659   18
  953 1082  256  897  411  996  243  403   73 1165  979  991  679  524
  616 1141 1197 1167  428   26   58  258   86  537  724 1337   14   24
 1375  992  694  741   48  140 1330  591  448 1156 1007 1221  158  695
 1109 1096]"		
0	199089.json		
1	"[ 269 1102  224 1173  121  454 1064  578 1285  214  993  836 1126 1246
  793 1153  515  545  112 1367  290  111  826 1207 1335  698  584  477
 1114 1186 1161 1086 1057  348  437 1164 1180 1220  141  874  291  768
   96 1026 1136  480  561  319  539   89  248  862 1366  576  229  488
  502  716 1200  858  353 1338  691  633  807    8 1001 1219  649  814
  332 1144 1159  791  358  146 1160 1127 1132 1035  813  126  925 1214
  203 1022 1393  300  475 1232 1378  568 1376 1078 1356  538 1101  563
  239  784]"		
0	199090.json		
