	verdict	intersection
337	199022.json	[7, 19, 23, 58, 87, 100, 113, 115, 128, 138, 144, 151, 167, 182, 206, 219, 228, 231, 239, 240, 242, 261, 280, 288, 293, 300, 301, 306, 307, 317, 327, 328, 330, 342, 346, 348, 371, 390, 391, 399, 423, 478, 484, 496, 513, 534, 538, 569, 570, 581, 586, 606, 607, 617, 621, 633, 640, 677, 695, 764, 781, 828, 830, 843, 851, 863, 880, 884, 913, 914, 922, 939, 956, 966, 1035, 1037, 1045, 1063, 1085, 1097, 1133, 1138, 1179, 1217, 1237, 1239, 1256, 1269, 1300, 1305, 1322, 1323, 1336]
338	199023.json	[16, 38, 39, 41, 44, 67, 101, 107, 108, 116, 140, 156, 173, 174, 195, 200, 202, 235, 245, 250, 285, 296, 328, 338, 347, 372, 405, 412, 416, 432, 456, 461, 462, 465, 483, 517, 518, 521, 526, 540, 544, 554, 579, 596, 614, 615, 628, 630, 661, 690, 693, 709, 731, 732, 740, 741, 792, 832, 843, 876, 910, 941, 948, 956, 957, 979, 1005, 1014, 1019, 1031, 1058, 1067, 1068, 1072, 1081, 1135, 1187, 1198, 1223, 1234, 1242, 1277, 1289, 1291, 1297, 1305, 1312, 1313, 1349, 1354, 1392]
339	199024.json	[3, 4, 10, 30, 32, 35, 57, 63, 90, 97, 101, 110, 125, 188, 192, 198, 211, 222, 226, 274, 303, 310, 314, 316, 324, 329, 343, 377, 383, 406, 407, 410, 425, 428, 430, 436, 459, 479, 481, 483, 500, 507, 509, 512, 527, 531, 532, 535, 554, 564, 566, 573, 574, 598, 609, 619, 631, 636, 654, 660, 682, 684, 692, 693, 701, 711, 729, 753, 754, 755, 757, 758, 759, 766, 777, 799, 824, 855, 860, 876, 883, 920, 927, 941, 951, 962, 971, 974, 977, 980, 985, 990, 997, 1006, 1014, 1044, 1058, 1062, 1066, 1071, 1074, 1130, 1137, 1163, 1175, 1192, 1201, 1209, 1270, 1279, 1299, 1318, 1325, 1327, 1334, 1344, 1365, 1374, 1379]
340	199026.json	[4, 39, 67, 90, 101, 102, 105, 136, 145, 150, 160, 218, 251, 259, 326, 338, 343, 358, 359, 430, 457, 485, 492, 500, 514, 517, 521, 544, 549, 551, 554, 573, 574, 596, 604, 619, 643, 660, 675, 709, 724, 729, 741, 743, 765, 777, 779, 785, 821, 856, 868, 876, 883, 900, 938, 951, 956, 962, 995, 1014, 1032, 1058, 1059, 1071, 1082, 1083, 1088, 1098, 1099, 1131, 1142, 1187, 1226, 1234, 1238, 1270, 1290, 1306, 1318, 1332, 1346, 1349, 1363, 1365, 1370, 1385, 1392]
341	199027.json	[24, 28, 47, 56, 58, 69, 74, 89, 115, 141, 147, 151, 162, 175, 182, 197, 228, 231, 239, 242, 280, 288, 293, 300, 301, 320, 327, 342, 346, 348, 387, 396, 399, 423, 475, 484, 486, 534, 581, 586, 607, 621, 648, 649, 723, 745, 752, 764, 780, 781, 791, 802, 810, 815, 820, 828, 840, 851, 863, 880, 907, 912, 913, 922, 925, 939, 966, 1035, 1037, 1045, 1063, 1078, 1080, 1085, 1105, 1122, 1133, 1144, 1189, 1233, 1239, 1244, 1266, 1272, 1280, 1320, 1322, 1323, 1336, 1345, 1356, 1359]
342	199028.json	[43, 45, 66, 73, 76, 83, 92, 95, 116, 145, 153, 154, 156, 173, 189, 200, 302, 305, 329, 372, 377, 393, 397, 405, 411, 422, 432, 518, 537, 540, 544, 558, 587, 589, 599, 644, 645, 647, 661, 662, 664, 673, 686, 690, 712, 740, 762, 775, 778, 797, 801, 818, 844, 850, 852, 944, 950, 957, 963, 979, 983, 996, 999, 1002, 1003, 1031, 1038, 1049, 1089, 1109, 1125, 1135, 1155, 1206, 1208, 1212, 1223, 1225, 1240, 1249, 1253, 1265, 1277, 1282, 1289, 1297, 1305, 1312, 1313, 1333, 1354, 1388]
343	199029.json	[33, 43, 45, 76, 86, 92, 105, 148, 153, 154, 167, 175, 189, 206, 221, 230, 253, 267, 273, 302, 313, 317, 329, 331, 358, 388, 398, 409, 424, 435, 452, 457, 487, 510, 518, 549, 554, 591, 599, 601, 645, 664, 665, 692, 740, 742, 750, 754, 762, 789, 799, 818, 837, 848, 869, 934, 938, 939, 946, 952, 960, 969, 1004, 1010, 1017, 1036, 1071, 1072, 1082, 1107, 1108, 1110, 1118, 1172, 1187, 1191, 1206, 1212, 1223, 1225, 1265, 1304, 1305, 1331, 1333, 1349, 1370, 1375]
344	199030.json	[1, 6, 19, 23, 39, 118, 174, 256, 259, 306, 314, 317, 323, 328, 336, 347, 352, 371, 390, 423, 426, 428, 430, 433, 439, 456, 461, 465, 500, 512, 513, 517, 529, 534, 538, 549, 554, 565, 607, 620, 632, 677, 683, 709, 713, 729, 748, 777, 779, 782, 786, 830, 848, 876, 883, 884, 890, 901, 903, 904, 909, 913, 920, 938, 939, 941, 951, 956, 959, 1014, 1030, 1058, 1072, 1073, 1080, 1110, 1138, 1179, 1204, 1213, 1231, 1238, 1251, 1255, 1269, 1279, 1281, 1304, 1315, 1318]
345	199032.json	[29, 33, 76, 86, 153, 156, 175, 181, 187, 189, 193, 206, 221, 226, 277, 302, 315, 329, 331, 370, 377, 418, 438, 504, 506, 518, 526, 537, 541, 544, 547, 590, 645, 661, 664, 686, 692, 712, 762, 775, 799, 809, 837, 866, 882, 892, 893, 934, 944, 946, 952, 953, 954, 957, 969, 999, 1000, 1002, 1003, 1004, 1054, 1108, 1110, 1135, 1158, 1172, 1181, 1194, 1195, 1206, 1208, 1210, 1212, 1223, 1225, 1297, 1349, 1359, 1375, 1394]
346	199033.json	[33, 34, 43, 66, 86, 92, 153, 175, 206, 216, 221, 240, 273, 288, 302, 313, 329, 330, 331, 370, 388, 409, 418, 435, 452, 468, 485, 486, 487, 518, 591, 599, 601, 614, 645, 661, 664, 675, 686, 740, 750, 762, 775, 799, 837, 845, 848, 866, 869, 907, 934, 939, 946, 952, 960, 969, 1004, 1010, 1036, 1042, 1058, 1080, 1090, 1098, 1107, 1108, 1110, 1118, 1135, 1172, 1191, 1195, 1206, 1208, 1212, 1223, 1228, 1280, 1304, 1305, 1331, 1349, 1370, 1375, 1385]
347	199034.json	[44, 62, 66, 67, 102, 105, 107, 153, 156, 188, 202, 212, 215, 260, 267, 273, 328, 330, 366, 393, 398, 407, 428, 457, 458, 466, 469, 509, 517, 518, 530, 544, 558, 589, 591, 614, 615, 624, 665, 666, 675, 678, 686, 693, 705, 726, 740, 742, 750, 797, 845, 856, 934, 943, 956, 979, 988, 994, 1014, 1015, 1036, 1038, 1050, 1058, 1082, 1090, 1118, 1172, 1187, 1208, 1212, 1223, 1277, 1282, 1304, 1305, 1313, 1349, 1355, 1357, 1371]
348	199035.json	[]
349	199036.json	[7, 19, 20, 44, 45, 48, 97, 100, 102, 104, 115, 123, 144, 151, 167, 188, 202, 215, 219, 235, 260, 276, 306, 307, 313, 314, 328, 336, 346, 347, 358, 371, 390, 391, 392, 398, 406, 428, 429, 458, 478, 484, 507, 509, 530, 538, 549, 550, 554, 564, 570, 581, 586, 606, 607, 617, 665, 695, 705, 713, 738, 742, 757, 777, 815, 833, 876, 884, 939, 948, 956, 979, 988, 1017, 1037, 1072, 1082, 1124, 1138, 1217, 1226, 1237, 1239, 1255, 1256, 1274, 1278, 1280, 1281, 1292, 1302, 1305, 1322, 1364]
350	199037.json	[11, 32, 33, 76, 79, 155, 158, 167, 188, 196, 230, 232, 253, 263, 309, 317, 322, 329, 331, 333, 342, 369, 388, 409, 421, 423, 440, 505, 537, 570, 601, 616, 641, 663, 670, 733, 746, 754, 773, 799, 810, 811, 818, 834, 840, 869, 925, 939, 945, 946, 960, 989, 1016, 1036, 1048, 1079, 1093, 1094, 1110, 1113, 1119, 1179, 1182, 1224, 1254, 1266, 1299, 1343, 1358, 1375]
351	199038.json	[15, 37, 93, 113, 146, 165, 226, 271, 291, 321, 325, 341, 349, 351, 400, 434, 438, 450, 454, 463, 473, 475, 489, 494, 502, 506, 515, 541, 542, 557, 577, 578, 598, 616, 652, 676, 698, 708, 714, 717, 730, 737, 809, 810, 836, 857, 879, 882, 885, 888, 893, 906, 942, 953, 954, 964, 999, 1000, 1011, 1018, 1026, 1046, 1056, 1078, 1079, 1132, 1136, 1146, 1156, 1158, 1159, 1167, 1194, 1195, 1199, 1201, 1207, 1210, 1220, 1286, 1335, 1338, 1352, 1358, 1367, 1373, 1376, 1377, 1378, 1393, 1394]
352	199039.json	[15, 33, 74, 111, 146, 162, 165, 175, 206, 216, 226, 271, 291, 321, 348, 394, 434, 438, 468, 487, 489, 494, 506, 536, 578, 582, 616, 645, 646, 717, 722, 737, 754, 762, 798, 809, 810, 823, 837, 854, 866, 882, 893, 939, 945, 953, 954, 987, 999, 1000, 1016, 1034, 1035, 1077, 1092, 1115, 1119, 1134, 1136, 1140, 1144, 1145, 1154, 1156, 1158, 1194, 1195, 1207, 1210, 1273, 1324, 1335, 1342, 1344, 1359, 1378, 1394]
353	199040.json	[33, 76, 175, 193, 196, 206, 217, 253, 302, 315, 321, 329, 331, 370, 377, 378, 388, 396, 421, 434, 452, 468, 479, 486, 489, 494, 537, 547, 598, 599, 601, 616, 645, 664, 670, 712, 720, 754, 762, 799, 809, 810, 818, 837, 841, 866, 869, 882, 885, 893, 908, 945, 953, 954, 960, 969, 989, 999, 1016, 1036, 1048, 1060, 1071, 1079, 1110, 1113, 1156, 1163, 1172, 1182, 1194, 1195, 1199, 1210, 1225, 1265, 1299, 1310, 1328, 1342, 1358, 1373, 1378]
354	199041.json	[55, 89, 96, 111, 112, 149, 201, 203, 214, 224, 266, 269, 310, 319, 379, 384, 389, 420, 448, 454, 477, 502, 515, 525, 539, 545, 561, 578, 603, 657, 698, 703, 723, 752, 756, 784, 791, 795, 807, 809, 836, 839, 862, 879, 958, 1021, 1064, 1078, 1086, 1097, 1102, 1114, 1120, 1129, 1132, 1136, 1143, 1149, 1153, 1159, 1161, 1169, 1173, 1180, 1200, 1214, 1220, 1232, 1246, 1259, 1260, 1266, 1338, 1356, 1360, 1366, 1367, 1376, 1378, 1393]
355	199042.json	[47, 69, 113, 129, 133, 149, 206, 210, 225, 278, 288, 289, 298, 310, 314, 348, 357, 358, 410, 456, 538, 563, 568, 590, 598, 687, 688, 768, 780, 781, 782, 804, 809, 814, 839, 863, 866, 872, 889, 890, 903, 918, 956, 985, 999, 1021, 1029, 1077, 1086, 1104, 1106, 1120, 1127, 1143, 1149, 1189, 1198, 1205, 1251, 1260, 1266, 1334, 1356, 1366, 1378]
356	199043.json	[55, 69, 96, 111, 113, 122, 146, 182, 206, 225, 228, 254, 257, 300, 323, 328, 346, 348, 389, 390, 399, 420, 423, 456, 475, 484, 488, 534, 538, 539, 563, 568, 569, 586, 607, 621, 633, 677, 688, 703, 723, 744, 752, 764, 768, 781, 790, 791, 802, 804, 830, 843, 858, 862, 863, 880, 903, 913, 922, 939, 959, 965, 985, 1021, 1022, 1035, 1063, 1085, 1092, 1143, 1149, 1160, 1165, 1180, 1189, 1202, 1203, 1233, 1251, 1273, 1322, 1336, 1356, 1366, 1378]
357	199044.json	[6, 23, 47, 113, 114, 146, 167, 175, 206, 225, 254, 265, 288, 306, 314, 317, 342, 369, 371, 389, 396, 399, 423, 456, 472, 512, 534, 538, 560, 563, 585, 607, 632, 663, 683, 703, 734, 748, 781, 783, 786, 804, 810, 822, 834, 840, 863, 880, 890, 909, 913, 920, 939, 942, 945, 955, 959, 965, 985, 1021, 1063, 1077, 1078, 1097, 1101, 1119, 1149, 1165, 1232, 1233, 1266, 1273, 1276, 1322, 1343, 1345, 1356, 1366, 1377, 1378]
358	199045.json	[15, 32, 74, 76, 113, 146, 206, 217, 226, 253, 321, 329, 341, 388, 403, 434, 468, 488, 489, 494, 502, 511, 536, 541, 547, 578, 598, 616, 626, 645, 664, 708, 714, 717, 722, 737, 754, 762, 773, 810, 841, 857, 866, 882, 885, 893, 906, 908, 932, 939, 942, 945, 953, 954, 964, 987, 989, 999, 1000, 1016, 1018, 1077, 1079, 1113, 1136, 1140, 1145, 1154, 1156, 1163, 1195, 1199, 1210, 1224, 1262, 1273, 1338, 1342, 1345, 1358, 1373, 1377, 1378, 1393, 1394]
359	199046.json	[7, 45, 87, 100, 104, 115, 123, 133, 138, 144, 151, 162, 167, 184, 202, 216, 228, 231, 239, 240, 261, 268, 300, 307, 313, 314, 317, 328, 330, 348, 355, 358, 371, 376, 387, 390, 391, 428, 478, 484, 496, 530, 538, 549, 554, 570, 581, 606, 607, 633, 695, 713, 738, 764, 777, 781, 830, 851, 881, 913, 939, 945, 948, 952, 956, 1035, 1036, 1058, 1133, 1138, 1206, 1217, 1223, 1237, 1239, 1256, 1269, 1278, 1280, 1292, 1305, 1322, 1349]
360	199047.json	[6, 47, 55, 93, 113, 146, 158, 165, 167, 175, 225, 254, 321, 341, 369, 389, 396, 399, 423, 450, 475, 497, 563, 578, 607, 616, 632, 641, 696, 708, 734, 737, 748, 768, 781, 783, 784, 786, 795, 804, 809, 810, 822, 834, 840, 862, 866, 879, 909, 939, 942, 945, 987, 1011, 1021, 1048, 1063, 1077, 1078, 1091, 1092, 1113, 1119, 1156, 1158, 1165, 1195, 1199, 1232, 1233, 1252, 1266, 1273, 1335, 1345, 1356, 1366, 1377, 1378]
361	199048.json	[1, 6, 19, 23, 58, 59, 110, 131, 164, 167, 168, 174, 178, 256, 259, 306, 314, 322, 323, 336, 371, 390, 399, 404, 419, 423, 426, 430, 455, 456, 461, 474, 492, 512, 549, 554, 560, 565, 569, 607, 632, 677, 683, 688, 703, 709, 729, 748, 753, 774, 777, 779, 786, 820, 824, 876, 883, 890, 901, 903, 904, 913, 920, 927, 951, 956, 959, 965, 974, 984, 985, 991, 992, 1030, 1063, 1072, 1110, 1128, 1137, 1165, 1179, 1188, 1204, 1231, 1238, 1251, 1255, 1269, 1279, 1281, 1290, 1318, 1334, 1337, 1351, 1353, 1362, 1366]
362	199049.json	[22, 25, 34, 59, 105, 167, 175, 189, 206, 217, 251, 314, 329, 336, 343, 359, 370, 371, 409, 421, 428, 434, 435, 455, 456, 457, 468, 479, 488, 490, 501, 510, 549, 551, 554, 564, 598, 607, 692, 703, 734, 742, 755, 765, 779, 789, 818, 822, 824, 825, 827, 834, 848, 861, 869, 870, 883, 920, 927, 945, 952, 960, 985, 1010, 1017, 1025, 1036, 1071, 1110, 1131, 1165, 1172, 1177, 1182, 1226, 1228, 1255, 1293, 1298, 1310, 1332, 1334, 1351, 1370, 1385]
363	199050.json	[25, 43, 45, 48, 49, 62, 66, 105, 119, 120, 137, 145, 150, 153, 156, 213, 241, 268, 294, 302, 337, 359, 383, 393, 397, 398, 405, 406, 409, 422, 435, 442, 457, 458, 466, 490, 491, 501, 530, 591, 599, 642, 658, 666, 686, 740, 742, 771, 775, 797, 825, 847, 850, 870, 875, 934, 937, 944, 946, 975, 979, 988, 995, 1007, 1015, 1025, 1031, 1036, 1050, 1072, 1076, 1090, 1110, 1117, 1125, 1135, 1174, 1177, 1192, 1208, 1242, 1265, 1277, 1280, 1283, 1293, 1301, 1332, 1333, 1348, 1355, 1357, 1370, 1381, 1385, 1389]
364	199051.json	[33, 38, 73, 76, 86, 109, 140, 156, 173, 175, 179, 181, 187, 189, 193, 196, 206, 217, 230, 302, 329, 372, 397, 434, 479, 511, 518, 524, 526, 537, 540, 547, 598, 601, 630, 647, 661, 709, 736, 775, 792, 814, 822, 857, 866, 885, 889, 893, 908, 944, 957, 967, 999, 1031, 1036, 1049, 1077, 1089, 1127, 1135, 1141, 1172, 1181, 1182, 1195, 1199, 1248, 1297, 1305, 1310, 1344, 1354, 1375]
365	199052.json	[69, 89, 96, 111, 113, 141, 146, 149, 225, 239, 291, 310, 348, 353, 475, 488, 523, 538, 539, 545, 563, 568, 578, 581, 586, 744, 752, 768, 781, 790, 791, 793, 804, 807, 809, 836, 839, 843, 858, 862, 863, 880, 889, 918, 922, 942, 966, 985, 987, 1021, 1035, 1063, 1064, 1077, 1078, 1086, 1097, 1101, 1114, 1120, 1129, 1132, 1143, 1144, 1149, 1160, 1180, 1189, 1203, 1220, 1266, 1296, 1322, 1335, 1336, 1356, 1359, 1366, 1367, 1378]
366	199053.json	[37, 96, 112, 121, 126, 165, 201, 203, 214, 224, 229, 236, 248, 266, 279, 284, 290, 291, 319, 325, 345, 349, 361, 381, 400, 408, 437, 454, 463, 473, 476, 477, 502, 515, 539, 542, 545, 557, 561, 577, 584, 603, 610, 625, 634, 635, 637, 652, 653, 676, 691, 698, 704, 727, 730, 795, 807, 826, 836, 859, 865, 874, 888, 958, 993, 1000, 1026, 1046, 1051, 1053, 1064, 1065, 1086, 1102, 1114, 1126, 1132, 1136, 1146, 1151, 1153, 1154, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1196, 1200, 1201, 1207, 1214, 1219, 1220, 1246, 1285, 1335, 1338, 1352, 1367, 1373, 1376, 1393]
367	199056.json	[86, 105, 133, 137, 145, 150, 160, 191, 221, 222, 251, 267, 268, 302, 326, 338, 359, 370, 409, 410, 433, 445, 449, 457, 461, 486, 513, 554, 571, 623, 675, 686, 692, 762, 765, 775, 799, 825, 856, 900, 937, 970, 980, 990, 997, 1010, 1014, 1036, 1098, 1172, 1187, 1206, 1213, 1221, 1223, 1225, 1250, 1305, 1327, 1332, 1370, 1375, 1385, 1392]
368	199057.json	[29, 33, 34, 43, 76, 147, 153, 167, 175, 194, 206, 216, 232, 277, 302, 317, 329, 370, 388, 409, 418, 421, 434, 438, 468, 504, 505, 570, 590, 592, 593, 598, 601, 645, 692, 754, 762, 775, 799, 809, 818, 827, 866, 882, 889, 893, 907, 937, 945, 946, 952, 953, 954, 987, 997, 1021, 1036, 1066, 1071, 1077, 1080, 1098, 1110, 1131, 1134, 1140, 1152, 1158, 1172, 1195, 1206, 1210, 1224, 1244, 1320, 1345, 1359, 1375, 1385, 1394]
369	199058.json	[7, 19, 23, 45, 58, 100, 102, 104, 115, 128, 144, 151, 167, 202, 219, 233, 235, 240, 260, 268, 307, 314, 328, 330, 336, 347, 368, 371, 390, 391, 428, 457, 461, 484, 496, 507, 513, 517, 530, 538, 549, 554, 564, 569, 606, 607, 617, 677, 695, 713, 764, 781, 782, 824, 830, 833, 848, 876, 886, 903, 904, 939, 948, 956, 970, 1036, 1037, 1062, 1072, 1110, 1124, 1138, 1217, 1237, 1239, 1255, 1256, 1269, 1278, 1280, 1281, 1292, 1302, 1305, 1308, 1322, 1350]
370	199059.json	[18, 44, 48, 54, 63, 67, 88, 101, 107, 135, 160, 188, 192, 195, 202, 234, 245, 267, 296, 359, 405, 407, 412, 432, 441, 493, 520, 526, 540, 558, 571, 595, 624, 628, 639, 642, 658, 659, 666, 679, 693, 700, 715, 721, 724, 725, 741, 771, 776, 797, 801, 805, 832, 871, 875, 899, 943, 975, 979, 988, 995, 1014, 1015, 1019, 1027, 1032, 1050, 1058, 1067, 1074, 1081, 1082, 1193, 1215, 1236, 1241, 1242, 1277, 1283, 1291, 1332, 1354, 1355, 1357, 1371, 1384, 1387, 1388, 1389, 1392]
371	199060.json	[11, 33, 47, 76, 81, 86, 93, 118, 161, 175, 181, 196, 199, 206, 221, 232, 263, 277, 288, 294, 309, 331, 369, 388, 394, 418, 440, 452, 468, 486, 501, 505, 534, 537, 576, 593, 601, 638, 646, 648, 661, 663, 681, 737, 762, 775, 784, 789, 810, 817, 819, 837, 840, 861, 869, 872, 907, 909, 969, 987, 1010, 1021, 1036, 1042, 1043, 1048, 1080, 1094, 1101, 1107, 1108, 1110, 1140, 1172, 1195, 1206, 1229, 1266, 1304, 1319, 1343, 1345, 1349, 1370, 1375]
372	199061.json	[4, 38, 76, 86, 110, 157, 175, 189, 196, 216, 217, 230, 241, 250, 267, 285, 288, 326, 329, 343, 371, 377, 410, 419, 457, 510, 512, 554, 558, 598, 668, 675, 682, 692, 714, 775, 789, 792, 827, 834, 838, 870, 883, 983, 985, 1010, 1013, 1036, 1071, 1081, 1110, 1131, 1137, 1182, 1184, 1187, 1223, 1243, 1265, 1305, 1310, 1349, 1385]
373	199063.json	[31, 34, 43, 45, 48, 49, 65, 66, 88, 117, 119, 127, 137, 152, 153, 160, 194, 208, 241, 267, 294, 302, 303, 313, 337, 359, 364, 366, 393, 431, 445, 449, 466, 553, 559, 589, 595, 599, 623, 624, 642, 666, 672, 686, 762, 775, 797, 812, 845, 848, 850, 856, 895, 900, 934, 937, 946, 952, 978, 979, 988, 990, 994, 1004, 1007, 1015, 1036, 1050, 1098, 1112, 1118, 1130, 1177, 1191, 1192, 1193, 1206, 1212, 1277, 1278, 1280, 1301, 1316, 1332, 1333, 1347, 1348, 1357, 1370, 1371, 1375, 1389]
374	199064.json	[]
375	199065.json	[3, 4, 10, 30, 32, 35, 57, 63, 90, 97, 101, 110, 125, 188, 192, 198, 211, 222, 226, 274, 303, 310, 314, 316, 324, 329, 343, 377, 383, 406, 407, 410, 425, 428, 430, 436, 459, 479, 481, 483, 500, 507, 509, 512, 527, 531, 532, 535, 554, 564, 566, 573, 574, 598, 609, 619, 631, 636, 654, 660, 682, 684, 692, 693, 701, 711, 729, 753, 754, 755, 757, 758, 759, 766, 777, 799, 824, 855, 860, 876, 883, 920, 927, 941, 951, 962, 971, 974, 977, 980, 985, 990, 997, 1006, 1014, 1044, 1058, 1062, 1066, 1071, 1074, 1130, 1137, 1163, 1175, 1192, 1201, 1209, 1270, 1279, 1299, 1318, 1325, 1327, 1334, 1344, 1365, 1374, 1379]
376	199066.json	[111, 113, 144, 146, 167, 175, 206, 225, 240, 254, 288, 291, 306, 317, 321, 341, 348, 370, 371, 388, 421, 475, 487, 488, 489, 494, 496, 534, 536, 538, 563, 578, 586, 598, 601, 607, 616, 633, 692, 734, 768, 781, 783, 804, 810, 818, 830, 858, 863, 866, 880, 893, 922, 925, 939, 942, 945, 953, 969, 987, 1021, 1035, 1071, 1077, 1078, 1094, 1110, 1156, 1160, 1210, 1266, 1273, 1298, 1322, 1334, 1342, 1345, 1358, 1377, 1378]
377	199067.json	[21, 113, 165, 187, 189, 217, 226, 287, 302, 329, 332, 377, 397, 403, 417, 434, 488, 494, 541, 547, 557, 578, 594, 598, 616, 626, 647, 655, 657, 661, 676, 684, 712, 714, 736, 809, 827, 837, 857, 893, 906, 908, 954, 997, 999, 1000, 1071, 1077, 1111, 1135, 1154, 1163, 1167, 1172, 1182, 1195, 1199, 1215, 1248, 1297, 1310, 1358, 1373, 1376, 1377, 1378, 1394]
378	199068.json	[1, 39, 41, 69, 71, 129, 131, 133, 174, 177, 223, 246, 250, 278, 295, 314, 347, 357, 385, 404, 410, 430, 433, 439, 443, 461, 464, 465, 500, 512, 513, 517, 521, 529, 531, 565, 569, 574, 579, 580, 620, 688, 707, 709, 729, 739, 753, 782, 785, 796, 808, 829, 835, 863, 867, 876, 903, 924, 933, 941, 956, 965, 971, 972, 980, 985, 1024, 1029, 1030, 1088, 1103, 1106, 1138, 1198, 1204, 1205, 1213, 1230, 1231, 1234, 1237, 1238, 1251, 1255, 1269, 1279, 1281, 1306, 1311, 1315, 1318]
379	199069.json	[1, 7, 19, 41, 69, 80, 84, 104, 129, 133, 149, 151, 174, 177, 210, 235, 242, 244, 250, 257, 298, 328, 347, 376, 385, 390, 404, 410, 412, 433, 439, 461, 465, 484, 500, 513, 529, 565, 568, 569, 579, 580, 620, 640, 687, 688, 695, 709, 785, 805, 808, 835, 843, 853, 867, 876, 880, 886, 903, 914, 918, 919, 924, 933, 956, 965, 970, 971, 985, 1021, 1029, 1088, 1104, 1106, 1138, 1204, 1205, 1213, 1231, 1234, 1237, 1239, 1251, 1269, 1281, 1315]
380	199070.json	[25, 43, 44, 45, 48, 52, 85, 150, 163, 171, 188, 190, 194, 198, 207, 227, 252, 268, 274, 297, 303, 326, 343, 359, 380, 383, 386, 392, 402, 406, 435, 442, 457, 458, 501, 528, 530, 535, 551, 552, 608, 654, 656, 658, 700, 711, 738, 742, 754, 759, 760, 770, 771, 777, 789, 825, 847, 849, 864, 870, 875, 883, 916, 929, 937, 948, 975, 988, 1006, 1015, 1036, 1044, 1074, 1075, 1081, 1124, 1130, 1142, 1177, 1185, 1192, 1193, 1226, 1235, 1277, 1278, 1280, 1292, 1293, 1325, 1332, 1381, 1389]
381	199071.json	[]
382	199072.json	[15, 111, 113, 146, 147, 167, 206, 254, 288, 321, 341, 370, 384, 421, 438, 451, 472, 486, 488, 489, 494, 534, 578, 586, 607, 616, 633, 692, 696, 703, 734, 783, 784, 810, 822, 834, 866, 882, 893, 939, 942, 945, 953, 964, 969, 985, 987, 999, 1021, 1035, 1071, 1077, 1078, 1097, 1110, 1114, 1116, 1119, 1120, 1136, 1156, 1165, 1195, 1199, 1210, 1229, 1266, 1273, 1286, 1345, 1373, 1377, 1378, 1393]
383	199073.json	[9, 19, 23, 39, 41, 58, 69, 71, 104, 114, 129, 174, 178, 204, 233, 257, 298, 314, 328, 336, 347, 390, 410, 430, 433, 439, 461, 465, 513, 517, 529, 538, 568, 569, 574, 579, 580, 606, 607, 620, 632, 640, 677, 709, 729, 744, 757, 782, 785, 786, 790, 802, 843, 863, 880, 903, 909, 913, 914, 918, 919, 924, 933, 941, 956, 971, 981, 984, 985, 1009, 1030, 1059, 1063, 1073, 1106, 1138, 1149, 1204, 1205, 1237, 1238, 1239, 1251, 1255, 1269, 1272, 1279, 1281, 1296, 1318, 1322, 1336, 1369]
384	199074.json	[39, 41, 44, 67, 71, 101, 102, 105, 107, 129, 135, 160, 169, 174, 192, 202, 215, 233, 235, 245, 250, 267, 328, 347, 407, 412, 414, 432, 461, 465, 483, 500, 517, 521, 529, 531, 554, 574, 579, 614, 615, 619, 620, 630, 675, 678, 693, 709, 724, 729, 741, 785, 805, 813, 832, 833, 843, 867, 876, 886, 903, 941, 948, 956, 971, 979, 1014, 1019, 1058, 1068, 1081, 1083, 1187, 1198, 1215, 1234, 1241, 1242, 1257, 1281, 1305, 1318, 1355, 1379, 1392]
385	199075.json	[43, 45, 48, 66, 76, 88, 92, 97, 102, 105, 119, 127, 132, 153, 154, 188, 189, 202, 216, 241, 267, 273, 313, 318, 326, 329, 393, 398, 406, 457, 466, 478, 509, 510, 518, 549, 558, 589, 591, 599, 601, 642, 665, 666, 673, 686, 705, 713, 715, 738, 742, 762, 797, 818, 845, 848, 850, 870, 871, 899, 934, 946, 952, 960, 979, 983, 988, 1004, 1015, 1017, 1036, 1081, 1082, 1118, 1155, 1178, 1184, 1187, 1206, 1217, 1221, 1223, 1225, 1265, 1277, 1278, 1280, 1301, 1305, 1331, 1333, 1364, 1388]
386	199076.json	[12, 14, 15, 93, 146, 147, 165, 181, 183, 187, 226, 271, 277, 287, 315, 321, 384, 394, 400, 417, 434, 438, 486, 494, 497, 502, 506, 536, 541, 542, 577, 616, 626, 652, 680, 694, 719, 730, 736, 737, 784, 809, 810, 840, 857, 866, 882, 885, 892, 893, 906, 907, 942, 953, 954, 964, 999, 1000, 1018, 1048, 1056, 1096, 1119, 1145, 1153, 1156, 1158, 1167, 1181, 1194, 1195, 1199, 1210, 1324, 1335, 1344, 1345, 1359, 1373, 1377, 1394]
387	199077.json	[7, 19, 23, 41, 69, 114, 115, 129, 133, 174, 225, 239, 306, 310, 314, 317, 328, 330, 336, 347, 371, 376, 390, 391, 410, 433, 439, 456, 461, 465, 484, 496, 500, 512, 513, 517, 529, 538, 549, 554, 564, 568, 569, 574, 580, 607, 620, 632, 688, 693, 695, 709, 744, 777, 781, 782, 785, 830, 843, 863, 876, 880, 889, 903, 904, 913, 927, 939, 941, 956, 970, 980, 985, 1021, 1106, 1138, 1189, 1198, 1204, 1213, 1237, 1239, 1251, 1255, 1269, 1281, 1296, 1305, 1315, 1322, 1334]
